day_of_year,station_name,state,latitude,longitude,rainfall_24h_mm,cumulative_72h_mm,source
281,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,6.14,28.23,IMD_NetCDF_2025
282,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,1.44,7.58,IMD_NetCDF_2025
283,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,11.39,18.98,IMD_NetCDF_2025
284,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,12.71,25.55,IMD_NetCDF_2025
285,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,7.5,31.61,IMD_NetCDF_2025
286,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,20.21,IMD_NetCDF_2025
287,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,7.5,IMD_NetCDF_2025
288,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
289,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
290,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
291,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
292,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
293,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
294,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
295,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
296,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
297,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
298,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,1.92,1.92,IMD_NetCDF_2025
299,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,1.92,IMD_NetCDF_2025
300,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,1.92,IMD_NetCDF_2025
301,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
302,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
303,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.52,0.52,IMD_NetCDF_2025
304,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.46,0.98,IMD_NetCDF_2025
305,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,5.61,6.6,IMD_NetCDF_2025
306,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,6.58,12.65,IMD_NetCDF_2025
307,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.72,12.91,IMD_NetCDF_2025
308,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,7.3,IMD_NetCDF_2025
309,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.72,IMD_NetCDF_2025
310,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
311,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
312,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
313,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
314,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
315,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
316,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
317,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
318,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
319,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
320,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
321,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
322,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
323,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
324,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
325,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
326,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
327,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
328,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.47,0.47,IMD_NetCDF_2025
329,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.47,IMD_NetCDF_2025
330,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.47,IMD_NetCDF_2025
331,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
332,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
333,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
334,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
335,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
336,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
337,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
338,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
339,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
340,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
341,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
342,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
343,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
344,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
345,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
346,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
347,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
348,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
349,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
350,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
351,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
352,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
353,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
354,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
355,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
356,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
357,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
358,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
359,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
360,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
361,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
362,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
363,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
364,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
365,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,0.0,0.0,IMD_NetCDF_2025
1,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
2,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
3,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
4,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
5,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
6,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
7,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
8,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.18,0.18,IMD_NetCDF_2025
9,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.18,IMD_NetCDF_2025
10,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.18,IMD_NetCDF_2025
11,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
12,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
13,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
14,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
15,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
16,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
17,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
18,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
19,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
20,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
21,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
22,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.33,0.33,IMD_NetCDF_2025
23,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.33,IMD_NetCDF_2025
24,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.33,IMD_NetCDF_2025
25,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
26,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.47,0.47,IMD_NetCDF_2025
27,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.47,IMD_NetCDF_2025
28,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.47,IMD_NetCDF_2025
29,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
30,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.23,0.23,IMD_NetCDF_2025
31,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.23,IMD_NetCDF_2025
32,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.33,0.56,IMD_NetCDF_2025
33,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.82,1.15,IMD_NetCDF_2025
34,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,1.15,IMD_NetCDF_2025
35,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.82,IMD_NetCDF_2025
36,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
37,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
38,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
39,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
40,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
41,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
42,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.1,0.1,IMD_NetCDF_2025
43,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.15,0.25,IMD_NetCDF_2025
44,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.25,IMD_NetCDF_2025
45,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.15,IMD_NetCDF_2025
46,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.24,0.24,IMD_NetCDF_2025
47,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.24,IMD_NetCDF_2025
48,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.44,0.68,IMD_NetCDF_2025
49,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.3,0.74,IMD_NetCDF_2025
50,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.74,IMD_NetCDF_2025
51,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.15,0.44,IMD_NetCDF_2025
52,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.44,0.59,IMD_NetCDF_2025
53,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.59,IMD_NetCDF_2025
54,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.44,IMD_NetCDF_2025
55,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
56,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
57,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
58,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
59,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
60,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.32,4.32,IMD_NetCDF_2025
61,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.86,14.18,IMD_NetCDF_2025
62,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,14.18,IMD_NetCDF_2025
63,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.16,12.02,IMD_NetCDF_2025
64,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.51,5.67,IMD_NetCDF_2025
65,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.78,9.46,IMD_NetCDF_2025
66,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,7.29,IMD_NetCDF_2025
67,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.62,5.4,IMD_NetCDF_2025
68,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.4,5.02,IMD_NetCDF_2025
69,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,5.02,IMD_NetCDF_2025
70,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,3.4,IMD_NetCDF_2025
71,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,7.47,7.47,IMD_NetCDF_2025
72,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,12.8,20.27,IMD_NetCDF_2025
73,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.09,23.36,IMD_NetCDF_2025
74,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.32,25.21,IMD_NetCDF_2025
75,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.5,17.91,IMD_NetCDF_2025
76,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,16.94,31.76,IMD_NetCDF_2025
77,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.52,23.95,IMD_NetCDF_2025
78,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,18.45,IMD_NetCDF_2025
79,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,1.52,IMD_NetCDF_2025
80,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,12.7,12.7,IMD_NetCDF_2025
81,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,13.52,26.22,IMD_NetCDF_2025
82,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,26.22,IMD_NetCDF_2025
83,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,13.52,IMD_NetCDF_2025
84,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
85,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
86,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
87,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
88,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.59,5.59,IMD_NetCDF_2025
89,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.29,9.88,IMD_NetCDF_2025
90,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,9.88,IMD_NetCDF_2025
91,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,4.29,IMD_NetCDF_2025
92,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
93,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
94,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
95,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
96,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.65,5.65,IMD_NetCDF_2025
97,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.17,14.83,IMD_NetCDF_2025
98,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,14.83,IMD_NetCDF_2025
99,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.14,10.32,IMD_NetCDF_2025
100,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,1.14,IMD_NetCDF_2025
101,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.24,3.38,IMD_NetCDF_2025
102,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,2.24,IMD_NetCDF_2025
103,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,2.24,IMD_NetCDF_2025
104,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.08,3.08,IMD_NetCDF_2025
105,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,3.08,IMD_NetCDF_2025
106,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,3.08,IMD_NetCDF_2025
107,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.79,2.79,IMD_NetCDF_2025
108,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.79,5.57,IMD_NetCDF_2025
109,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.75,11.32,IMD_NetCDF_2025
110,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.5,10.03,IMD_NetCDF_2025
111,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.79,12.03,IMD_NetCDF_2025
112,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.19,6.47,IMD_NetCDF_2025
113,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,7.09,12.06,IMD_NetCDF_2025
114,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,36.33,43.6,IMD_NetCDF_2025
115,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,8.85,52.27,IMD_NetCDF_2025
116,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.44,47.62,IMD_NetCDF_2025
117,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.49,15.78,IMD_NetCDF_2025
118,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.38,11.32,IMD_NetCDF_2025
119,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.42,12.3,IMD_NetCDF_2025
120,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.99,11.8,IMD_NetCDF_2025
121,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.4,7.82,IMD_NetCDF_2025
122,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.14,6.53,IMD_NetCDF_2025
123,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.97,4.51,IMD_NetCDF_2025
124,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,4.11,IMD_NetCDF_2025
125,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.27,7.24,IMD_NetCDF_2025
126,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,7.79,13.06,IMD_NetCDF_2025
127,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.22,13.28,IMD_NetCDF_2025
128,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.02,9.03,IMD_NetCDF_2025
129,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,1.24,IMD_NetCDF_2025
130,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.66,1.68,IMD_NetCDF_2025
131,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.37,4.04,IMD_NetCDF_2025
132,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.15,4.19,IMD_NetCDF_2025
133,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,17.55,21.08,IMD_NetCDF_2025
134,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,14.86,32.57,IMD_NetCDF_2025
135,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.51,36.93,IMD_NetCDF_2025
136,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,45.12,64.5,IMD_NetCDF_2025
137,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,15.04,64.67,IMD_NetCDF_2025
138,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,5.01,65.17,IMD_NetCDF_2025
139,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.31,24.36,IMD_NetCDF_2025
140,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.74,11.07,IMD_NetCDF_2025
141,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.51,6.57,IMD_NetCDF_2025
142,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.78,12.04,IMD_NetCDF_2025
143,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.3,13.59,IMD_NetCDF_2025
144,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,7.0,20.08,IMD_NetCDF_2025
145,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.89,14.18,IMD_NetCDF_2025
146,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,8.4,19.28,IMD_NetCDF_2025
147,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.86,15.14,IMD_NetCDF_2025
148,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.51,11.76,IMD_NetCDF_2025
149,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.77,13.14,IMD_NetCDF_2025
150,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,18.06,28.34,IMD_NetCDF_2025
151,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,77.11,104.94,IMD_NetCDF_2025
152,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.89,102.05,IMD_NetCDF_2025
153,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,14.79,98.79,IMD_NetCDF_2025
154,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.43,23.11,IMD_NetCDF_2025
155,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,2.02,18.25,IMD_NetCDF_2025
156,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,1.69,5.15,IMD_NetCDF_2025
157,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.03,9.75,IMD_NetCDF_2025
158,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,7.72,IMD_NetCDF_2025
159,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.16,6.19,IMD_NetCDF_2025
160,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.16,IMD_NetCDF_2025
161,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.16,IMD_NetCDF_2025
162,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.0,IMD_NetCDF_2025
163,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.66,0.66,IMD_NetCDF_2025
164,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.66,IMD_NetCDF_2025
165,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,0.0,0.66,IMD_NetCDF_2025
166,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,4.17,4.17,IMD_NetCDF_2025
167,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,10.68,14.84,IMD_NetCDF_2025
168,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.69,21.54,IMD_NetCDF_2025
169,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,13.91,31.28,IMD_NetCDF_2025
170,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,33.03,53.63,IMD_NetCDF_2025
171,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,9.89,56.82,IMD_NetCDF_2025
172,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,8.18,51.1,IMD_NetCDF_2025
173,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.76,24.82,IMD_NetCDF_2025
174,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.82,21.76,IMD_NetCDF_2025
175,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,29.31,42.88,IMD_NetCDF_2025
176,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.27,42.39,IMD_NetCDF_2025
177,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,6.97,42.55,IMD_NetCDF_2025
178,Tawang High Altitude,Arunachal Pradesh,27.58,91.86,3.41,16.65,IMD_NetCDF_2025
